player_id,full_name,season,salary,source,source_url,note
1630679,Ethan Thompson,2025-26,508416,salaryswish,https://www.salaryswish.com/players/ethan-thompson,SalarySwish 2025-26 two-way base salary; Spotrac cap/cash row is blank.
1642914,Javon Small,2025-26,636434,salaryswish,https://www.salaryswish.com/players/javon-small,SalarySwish 2025-26 two-way base salary; Spotrac cap/cash row is blank.
